========================================
[2026-04-22 23:00:01] 자동 업로드 시작
[23:03:39] ⚠️ .maintenance/reports/connection_dashboard.md 실패 (1/3)
[23:03:44] ⚠️ .maintenance/reports/connection_dashboard.md 실패 (2/3)
[23:03:49] ⚠️ .maintenance/reports/connection_dashboard.md 실패 (3/3)
[23:03:54] ❌ .maintenance/reports/connection_dashboard.md 최종 실패
[2026-04-24 23:03:55] 완료: 성공 0, 실패 15
========================================
[2026-04-25 23:00:01] 자동 업로드 시작
[23:00:01] ⚠️ reports/classify_2026-04-25_2200.md 실패 (1/3)
[23:00:06] ⚠️ reports/classify_2026-04-25_2200.md 실패 (2/3)
[23:00:11] ⚠️ reports/classify_2026-04-25_2200.md 실패 (3/3)
[23:00:16] ❌ reports/classify_2026-04-25_2200.md 최종 실패
[23:00:16] ⚠️ reports/classify_2026-04-25_2000.md 실패 (1/3)
[23:00:21] ⚠️ reports/classify_2026-04-25_2000.md 실패 (2/3)
[23:00:26] ⚠️ reports/classify_2026-04-25_2000.md 실패 (3/3)
[23:00:31] ❌ reports/classify_2026-04-25_2000.md 최종 실패
[23:00:32] ⚠️ reports/classify_2026-04-25_1800.md 실패 (1/3)
[23:00:37] ⚠️ reports/classify_2026-04-25_1800.md 실패 (2/3)
[23:00:42] ⚠️ reports/classify_2026-04-25_1800.md 실패 (3/3)
[23:00:47] ❌ reports/classify_2026-04-25_1800.md 최종 실패
[23:00:47] ⚠️ reports/classify_2026-04-25_1600.md 실패 (1/3)
[23:00:52] ⚠️ reports/classify_2026-04-25_1600.md 실패 (2/3)
[23:00:57] ⚠️ reports/classify_2026-04-25_1600.md 실패 (3/3)
[23:01:02] ❌ reports/classify_2026-04-25_1600.md 최종 실패
[23:01:03] ⚠️ reports/classify_2026-04-25_1400.md 실패 (1/3)
[23:01:08] ⚠️ reports/classify_2026-04-25_1400.md 실패 (2/3)
[23:01:13] ⚠️ reports/classify_2026-04-25_1400.md 실패 (3/3)
[23:01:18] ❌ reports/classify_2026-04-25_1400.md 최종 실패
[23:01:18] ⚠️ reports/classify_2026-04-25_1200.md 실패 (1/3)
[23:01:24] ⚠️ reports/classify_2026-04-25_1200.md 실패 (2/3)
[23:01:29] ⚠️ reports/classify_2026-04-25_1200.md 실패 (3/3)
[23:01:34] ❌ reports/classify_2026-04-25_1200.md 최종 실패
[23:01:34] ⚠️ reports/classify_2026-04-25_1000.md 실패 (1/3)
[23:01:39] ⚠️ reports/classify_2026-04-25_1000.md 실패 (2/3)
[23:01:44] ⚠️ reports/classify_2026-04-25_1000.md 실패 (3/3)
[23:01:49] ❌ reports/classify_2026-04-25_1000.md 최종 실패
[23:01:50] ⚠️ reports/classify_2026-04-25_0800.md 실패 (1/3)
[23:01:55] ⚠️ reports/classify_2026-04-25_0800.md 실패 (2/3)
[23:02:00] ⚠️ reports/classify_2026-04-25_0800.md 실패 (3/3)
[23:02:05] ❌ reports/classify_2026-04-25_0800.md 최종 실패
[23:02:05] ⚠️ reports/classify_2026-04-25_0600.md 실패 (1/3)
[23:02:10] ⚠️ reports/classify_2026-04-25_0600.md 실패 (2/3)
[23:02:15] ⚠️ reports/classify_2026-04-25_0600.md 실패 (3/3)
[23:02:20] ❌ reports/classify_2026-04-25_0600.md 최종 실패
[23:02:21] ⚠️ reports/classify_2026-04-25_0400.md 실패 (1/3)
[23:02:26] ⚠️ reports/classify_2026-04-25_0400.md 실패 (2/3)
[23:02:31] ⚠️ reports/classify_2026-04-25_0400.md 실패 (3/3)
[23:02:36] ❌ reports/classify_2026-04-25_0400.md 최종 실패
[23:02:36] ⚠️ reports/classify_2026-04-25_0200.md 실패 (1/3)
[23:02:41] ⚠️ reports/classify_2026-04-25_0200.md 실패 (2/3)
[23:02:46] ⚠️ reports/classify_2026-04-25_0200.md 실패 (3/3)
[23:02:51] ❌ reports/classify_2026-04-25_0200.md 최종 실패
[23:02:52] ⚠️ reports/classify_2026-04-25_0000.md 실패 (1/3)
[23:02:57] ⚠️ reports/classify_2026-04-25_0000.md 실패 (2/3)
[23:03:02] ⚠️ reports/classify_2026-04-25_0000.md 실패 (3/3)
[23:03:07] ❌ reports/classify_2026-04-25_0000.md 최종 실패
[23:03:07] ⚠️ .maintenance/reports/connection_dashboard.md 실패 (1/3)
[23:03:12] ⚠️ .maintenance/reports/connection_dashboard.md 실패 (2/3)
[23:03:17] ⚠️ .maintenance/reports/connection_dashboard.md 실패 (3/3)
[23:03:22] ❌ .maintenance/reports/connection_dashboard.md 최종 실패
[2026-04-25 23:03:23] 완료: 성공 0, 실패 13
